cast,director,genre,opening_date,opening_year,title
"Shashank Arora, Ranvir Shorey, Amit Sial, Lalit Behl",Kanu Behl,crime,2015-10-30,2015,Titli
"Randeep Hooda, Richa Chadha, Adil Hussain, Nandu Madhav",Prawaal Raman,thriller,2015-10-30,2015,Main Aur Charles
"Ashish Vidyarthi, Kranti Prakash Jha, Ajay Kumar, Arti Puri, Pankaj Jha, Deepak Singh",Nitin Chandra,political,2015-10-30,2015,Once Upon a Time in Bihar
"Kunal Khemu, Payel Sarkar, Aparna Sharma, Sumeet Vyas","Shantanu Ray Chhibber, Sheershak Anand",comedy,2015-10-30,2015,Guddu Ki Gun
"Mohit Madan, Jyoti Sharma",Raj V Shetty,romance,2015-10-30,2015,Love Exchange
"Vikas Kumar, Anjali Singh",Babita Puri,biopic,2015-10-30,2015,Prithipal Singh... A Story
"Dillzan Wadia, Bruna Abdullah, Aaliya Singh, Zakir Hussain",Giresh Naik K,thriller,2015-11-06,2015,Four Pillars of Basement
Naseeruddin Shah,Manish Srivasta,"crime,thriller",2015-11-06,2015,Charlie Kay Chakkar Mein
"Paoli Dam, Parambrata Chatterjee",Subhash Sehgal,romance,2015-11-06,2015,Yaara Silly Silly
"Manish Paul, Ravi Kishan, Pooja Thakur",Aryeman Ramsay,action,2015-11-06,2015,Ranbanka
"Salman Khan, Sonam Kapoor, Neil Nitin Mukesh, Swara Bhaskar, Armaan Kohli, Anupam Kher, Deepak Dobriyal, Sanjay Mishra",Sooraj Barjatya,romance,2015-11-12,2015,Prem Ratan Dhan Payo
"Rajat Kapoor, Huma Qureshi",Various Directors,anthology,2015-11-20,2015,X: Past Is Present
"Sarah-Jane Dias, Tannishtha Chatterjee, Anushka Manchanda, Sandhya Mridul",Pan Nalin,drama,2015-11-27,2015,Angry Indian Goddesses
"Deepika Padukone, Ranbir Kapoor",Imtiaz Ali,romance,2015-11-27,2015,Tamasha
"Zarine Khan, Daisy Shah, Sharman Joshi, Karan Singh Grover",Vishal Pandya,"adult,thriller",2015-12-04,2015,Hate Story 3
"Meenu Hooda, Ridhima Sud, Kuldeep Ruhil",Madhureeta Anand,drama,2015-12-04,2015,Kajarya
"Maanuv Bhardawaj, Priyanka Panchal, Mann Bagga, Simran Deep, Nirmal Kumar Pant",Mahesh Bhatt,adventure,2015-12-11,2015,The Silent Heroes
"Ranveer Singh, Deepika Padukone, Priyanka Chopra",Sanjay Leela Bhansali,romance,2015-12-18,2015,Bajirao Mastani
"Shah Rukh Khan, Kajol, Varun Dhawan, Kriti Sanon",Rohit Shetty,"action,romance",2015-12-18,2015,Dilwale
"Jimmy Sheirgill,Asha Negi,Rajshri Deshpande",Dnyanesh Zoting,,2021-07-09,2021,Collar Bomb
"Akshaye Khanna,Abhimanyu Singh,Gautam Rode,Vivek Dahiya,Akshay Oberoi,Parvin Dabas,Samir Soni,Mir Sarwar,Manjari Fadnis",Ken Ghosh,,2021-07-09,2021,State of Siege: Temple Attack
"Farhan Akhtar,Paresh Rawal,Mrunal Thakur",Rakeysh Omprakash Mehra,,2021-07-16,2021,Toofaan
"Vikrant Massey,Kriti Kharbanda",Devanshu Singh,,2021-07-23,2021,14 Phere
"Paresh Rawal,Shilpa Shetty,Meezaan Jafri,Pranitha Subhash,Rajpal Yadav,Tiku Talsania,Ashutosh Rana,Manoj Joshi,Johny Lever",Priyadarshan,,2021-07-23,2021,Hungama 2
"Kriti Sanon,Pankaj Tripathi,Sai Tamhankar,Manoj Pahwa,Supriya Pathak",Laxman Utekar,,2021-07-26,2021,Mimi
"Manoj Bajpayee,Neena Gupta,Sakshi Tanwar",Rensil D'Silva,,2021-08-06,2021,Dial 100
"Ruslaan Mumtaz,Kulraj Randhawa",Vikram Singh,,2021-08-06,2021,Oye Mamu
"Sidharth Malhotra,Kiara Advani,Shiv Panditt,Raj Arjun,Pranay Pachauri,Himmanshoo A. Malhotra,Nikitin Dheer,Ankita Goraya,Anil Charanjeett,Sahil Vaid,Shataf Figar,Pawan Chopra",Vishnuvardhan,,2021-08-12,2021,Shershaah
"Ajay Devgn,Sanjay Dutt,Sharad Kelkar,Sonakshi Sinha,Ammy Virk,Pranitha Subhash,Nora Fatehi,Ihana Dhillon",Abhishek Dudhaiya,,2021-08-13,2021,Bhuj: The Pride of India
"Akshay Kumar,Vaani Kapoor,Huma Qureshi,Lara Dutta",Ranjit M Tewari,,2021-08-19,2021,Bell Bottom
"Amol Palekar,Barun Sobti,Rinku Rajguru,Sahil Khattar,Saloni Batra,Indraneil Sengupta,Upendra Limaye",Sarthak Dasgupta,,2021-08-20,2021,200 – Halla Ho
"Amitabh Bachchan,Emraan Hashmi,Krystle D'Souza,Rhea Chakraborty,Siddhanth Kapoor,Annu Kapoor,Dhritiman Chatterjee,Raghubir Yadav",Rumi Jafry,,2021-08-27,2021,Chehre
"Aparshakti Khurana,Pranutan Bahl,Abhishek Banerjee,Ashish Verma,Dino Morea,Sharib Hashmi",Satramm Ramani,,2021-09-03,2021,Helmet
"Faisal Khan,Roaleey Ryan,Rajkumar Kanojia,Ribbhu Mehra,Sharad Singh,Asha Singh",Faisal Khan,,2021-09-03,2021,Faactory
"Saif Ali Khan,Arjun Kapoor,Jacqueline Fernandez,Yami Gautam,Javed Jaffrey",Pavan Kirpalani,,2021-09-10,2021,Bhoot Police
"Jassie Gill,Surbhi Jyoti,Surekha Sikri,Vijay Raaz,Brijendra Kala,Atul Shrivastava",Ssaurabh Tyagi,,2021-09-10,2021,Kya Meri Sonam Gupta Bewafa Hai?
"Kangana Ranaut,Arvind Swami",A. L. Vijay,,2021-09-10,2021,Thalaivii[c]
"Jitu Shivhare,Ravi Kishan",Aayush Saxena,,2021-09-10,2021,Urf Ghanta
"Abhishek Banerjee,Rinku Rajguru,Delzad Hiwale,Kunal Kapoor,Zoya Hussain,Nikhil Dwivedi,Palomi Ghosh","Ashwiny Iyer Tiwari,Abhishek Chaubey,Saket Chaudhary",,2021-09-17,2021,Ankahi Kahaniya
"Rana Daggubati,Pulkit Samrat,Shriya Pilgaonkar",Prabhu Solomon,,2021-09-18,2021,Haathi Mere Saathi[d]
"Sunny Kaushal,Radhika Madan,Mohit Raina,Diana Penty",Kunal Deshmukh,,2021-10-01,2021,Shiddat
"Diljit Dosanjh, Taapsee Pannu, Angad Bedi",Shaad Ali,,2018-07-13,2018,Soorma
"Mousam Sharma, Swati Bakshi, Rahul Avana, Mohit Baghel, Heena Panchal, Hemant Pandey, Vikas Giri Manoj Bakshi, Himani Shivpuri,",Sudhish Kumar Sharma,,2018-07-20,2018,When Obama Loved Osama
"Ishaan Khatter, Jhanvi Kapoor",Shashank Khaitan,,2018-07-20,2018,Dhadak
"Sanjay Dutt, Jimmy Sheirgill, Mahi Gill, Chitrangada Singh, Soha Ali Khan",Tigmanshu Dhulia,,2018-07-27,2018,"Saheb, Biwi Aur Gangster 3"
"Raghav Juyal, Punit Pathak, Dharmesh Yelande, Isha Rikhi",Jayesh Pradhan,,2018-07-27,2018,Nawabzaade
"Anil Kapoor, Aishwarya Rai Bachchan, Rajkummar Rao, Karan Singh Chhabra, Divya Dutta",Atul Manjrekar,,2018-08-03,2018,Fanney Khan
"Rishi Kapoor, Prateik Babbar, Rajat Kapoor, Taapsee Pannu, Ashutosh Rana, Manoj Pahwa, Neena Gupta",Anubhav Sinha,,2018-08-03,2018,Mulk
"Arjun Mathur, Nidhi Singh, Vijayant Kohli, Sunny Hinduja",Nikhil Bhatt,,2018-08-03,2018,Brij Mohan Amar Rahe!
"Vibhawari Deshpande, Suchitra Pillai, Chitraganda Chakraborty, Upendra Limaye",Aditya Kripalani,,2018-08-03,2018,Laxmi and Tikli Bomb
"Irrfan Khan, Dulquer Salman, Mithila Palkar, Kriti Kharbanda",Akarsh Khurana,,2018-08-03,2018,Karwaan
"Akshay Kumar, Kunal Kapoor, Mouni Roy, Amit Sadh",Reema Kagti,,2018-08-15,2018,Gold
"John Abraham, Manoj Bajpayee, Aisha Sharma, Amruta Khanvilkar",Milap Zaveri,,2018-08-15,2018,Satyameva Jayate
"Utkarsh Sharma, Ishita Chauhan, Nawazuddin Siddiqui, Ayesha Jhulka",Anil Sharma,,2018-08-24,2018,Genius
"Sonakshi Sinha, Diana Penty, Ali Fazal, Jimmy Shergill, Jassi Gill",Mudassar Aziz,,2018-08-24,2018,Happy Phirr Bhag Jayegi
"Pankaj Kapur, Vinay Pathak",Ketan Mehta,,2018-08-24,2018,Toba Tek Singh
"Dharmendra, Sunny Deol, Bobby Deol, Kriti Kharbanda",Navaniat Singh,,2018-08-31,2018,Yamla Pagla Deewana: Phir Se
"Rajkummar Rao, Shraddha Kapoor, Aparshakti Khurana, Pankaj Tripathi",Amar Kaushik,,2018-08-31,2018,Stree
"Shefali Shah, Neeraj Kabi",Kanwal Sethi,,2018-09-01,2018,Once Again
"Jackie Shroff, Sonu Sood, Arjun Rampal, Gurmeet Choudhary, Siddhanth Kapoor, Harshvardhan Rane, Luv Sinha, Esha Gupta, Monica Gill, Sonal Chauhan, Dipika Kakar, Aditii Arya Sharma",J. P. Dutta,,2018-09-07,2018,Paltan
"Mir Sarwar, Avinash Tiwary, Tripti Dimri, Ruchika Kapoor",Sajid Ali,,2018-09-07,2018,Laila Majnu
"Manoj Bajpayee, Ranvir Shorey, Neeraj Kabi, Shahana Goswami",Dipesh Jain,,2018-09-07,2018,Gali Guleiyan
"Ranvir Shorey, Paoli Dam, Tathastu, Kumud Mishra",Nila Madhab Panda,,2018-09-07,2018,Halkaa
"Abhishek Bachchan, Vicky Kaushal, Taapsee Pannu",Anurag Kashyap,,2018-09-14,2018,Manmarziyaan
"Mrunal Thakur, Freida Pinto, Manoj Bajpayee, Rajkummar Rao, Richa Chadda, Anupam Kher, Adil Hussain, Sai Tamhankar",Tabrez Noorani,,2018-09-14,2018,Love Sonia
"Jackky Bhagnani, Kritika Kamra, Pratik Gandhi, Neeraj Sood",Nitin Kakar,,2018-09-14,2018,Mitron
"Shahid Kapoor, Shraddha Kapoor, Divyendu Sharma, Yami Gautam",Shree Narayan Singh,,2018-09-21,2018,Batti Gul Meter Chalu
"Nawazuddin Siddiqui, Tahir Raj Bhasin, Rasika Dugal, Rajshri Deshpande",Nandita Das,,2018-09-21,2018,Manto
"Neil Nitin Mukesh, Richa Chaddha",Prerna Wadhawan,,2018-09-21,2018,Ishqeria
"Varun Dhawan, Anushka Sharma",Sharat Katariya,,2018-09-28,2018,Sui Dhaaga
"Sanya Malhotra, Sunil Grover, Radhika Madan",Vishal Bhardwaj,,2018-09-28,2018,Pataakha
"Aayush Sharma, Warina Hussain",Abhiraj Minawala,,2018-10-05,2018,Loveyatri
"R. Madhavan,Simran",R. Madhavan,,2022-07-01,2022,Rocketry: The Nambi Effect[c]
"Vidyut Jammwal,Shivaleeka Oberoi",Faruk Kabir,,2022-07-08,2022,Khuda Haafiz: Chapter 2 – Agni Pariksha
"Rajkummar Rao,Sanya Malhotra",Shailesh Kolanu,,2022-07-15,2022,HIT: The First Case
"Pooja Bhalekar,Abhimanyu Singh",Ram Gopal Varma,,2022-07-15,2022,Ladki: Dragon Girl
"Jitendra Kumar,Jaaved Jaaferi,Aarushi Sharma",Sameer Saxena,,2022-07-15,2022,Jaadugar
"Akshay Oberoi,Aindrita Ray,Meherzan Mazda",Vikram Bhatt,,2022-07-15,2022,Judaa Hoke Bhi
Taapsee Pannu,Srijit Mukherji,,2022-07-15,2022,Shabaash Mithu
"Rajat Kapoor,Mallika Sherawat,Kubbra Sait,Ranvir Shorey,Manu Rishi",Rajat Kapoor,,2022-07-22,2022,RK/RKay
"Ranbir Kapoor,Sanjay Dutt,Vaani Kapoor",Karan Malhotra,,2022-07-22,2022,Shamshera
"John Abraham,Arjun Kapoor,Disha Patani,Tara Sutaria",Mohit Suri,,2022-07-29,2022,Ek Villain Returns
"Divyenndu,Suchitra Krishnamoorthi,Vijay Raaz,Pranati Rai Prakash",Prashant Johari,,2022-08-02,2022,Odd Couple
"Alia Bhatt,Shefali Shah,Vijay Varma",Jasmeet K Reen,,2022-08-05,2022,Darlings
"Aamir Khan,Kareena Kapoor,Naga Chaitanya,Mona Singh",Advait Chandan,,2022-08-11,2022,Laal Singh Chaddha
"Akshay Kumar,Bhumi Pednekar",Aanand L. Rai,,2022-08-11,2022,Raksha Bandhan
"Taapsee Pannu,Pavail Gulati",Anurag Kashyap,,2022-08-19,2022,Dobaaraa
"Vijay Deverakonda,Ananya Pandey,Ronit Roy,Ramya Krishna,Mike Tyson",Puri Jagannadh,,2022-08-25,2022,Liger[a]
"Sanjay Mishra,Tigmanshu Dhulia,Nawazuddin Siddiqui,Sadiya Siddiqui",Sai Kabir,,2022-08-26,2022,Holy Cow
"Akshay Kumar,Rakul Preet Singh,Chandrachur Singh,Sargun Mehta",Ranjit M Tewari,,2022-09-02,2022,Cuttputlli
"Ranbir Kapoor,Amitabh Bachchan,Alia Bhatt,Mouni Roy,Nagarjuna",Ayan Mukerji,,2022-09-09,2022,Brahmāstra: Part One – Shiva
"Swara Bhasker,Meher Vij,Pooja Chopra,Shikha Talsania",Kamal Pandey,,2022-09-16,2022,Jahaan Chaar Yaar
"Diljit Dosanjh,Kumud Mishra,Mohammed Zeeshan Ayyub,Hiten Tejwani,Amyra Dastur",Ali Abbas Zafar,,2022-09-16,2022,Jogi
Prakash Jha,M. Gani,,2022-09-16,2022,Matto Ki Saikil
"Prit Kamani,Kavya Thapar,Eisha Singh,Manoj Pahwa",Rantnaa Sinha,,2022-09-16,2022,Middle Class Love
"Sanah Kapur,Kumud Mishra,Gaurav Pandey,Randeep Rai",Abhishek Saxena,,2022-09-16,2022,Saroj Ka Rishta
"Viineet Kumar Singh,Pooja Pandey,Rashmi Somvanshi",Manish Mundra,,2022-09-16,2022,Siya
"Jackie Shroff,Pratik Gandhi,Sharmin Segal",Hardik Gajjar,,2022-09-23,2022,Atithi Bhooto Bhava
Tamannaah,Madhur Bhandarkar,,2022-09-23,2022,Babli Bouncer
"Sunny Deol,Dulquer Salmaan,Pooja Bhatt,Shreya Dhanwanthary",R Balki,,2022-09-23,2022,Chup: Revenge of the Artist
"R. Madhavan,Aparshakti Khurana,Darshan Kumar,Khushalii Kumar",Kookie Gulati,,2022-09-23,2022,Dhokha: Round D Corner
"Bhavin Bhanushali,Malti Chahar,Zarina Wahab",Arvind Pandey,,2022-09-23,2022,Ishq Pashmina
"Riteish Deshmukh,Tamannaah,Poonam Dhillon,Kusha Kapila",Shashanka Ghosh,,2022-09-30,2022,Plan A Plan B
"Saif Ali Khan,Hrithik Roshan,Radhika Apte",Pushkar–Gayathri,,2022-09-30,2022,Vikram Vedha
"Madhuri Dixit,Gajraj Rao,Ritwik Bhowmik,Barkha Singh",Anand Tiwari,,2022-10-06,2022,Maja Ma
"Richa Chadda,Gulshan Devaiah,S. Sreesanth",Kaustav Narayan Niyogi,,2019-01-09,2019,Cabaret
"Vicky Kaushal,Mohit Raina,Paresh Rawal,Yami Gautam",Aditya Dhar,,2019-01-11,2019,Uri: The Surgical Strike
"Shoaib Ibrahim,Elena Kazan,Farnaz Shetty,Vishwas Kini,Vicky Ahuja,Vikas Srivastava,Chandraprakash Thakur",Brijesh Batuknath Tripathi,,2019-01-11,2019,Battalion 609
"Anupam Kher,Akshaye Khanna,Suzanne Bernert,Aahana Kumra,Arjun Mathur",Vijay Ratnakar Gutte,,2019-01-11,2019,The Accidental Prime Minister
"Mona Ambegaonkar,Ananth Narayan Mahadevan,Devansh Doshi,Arpit Chaudhary",Sridhar Rangayan,,2019-01-11,2019,Evening Shadows
"Emraan Hashmi,Shreya Dhanwanthary",Soumik Sen,,2019-01-18,2019,Why Cheat India
"Jimmy Shergill,Yuvika Chaudhary,Yashpal Sharma",Manoj K Jha,,2019-01-18,2019,SP Chauhan
"Arshad Warsi,Sara Loren,Saurabh Shukla",Sourabh Shrivastava,,2019-01-18,2019,Fraud Saiyaan
"Geetika Vidhya Olyan,Saloni Batra",Ivan Ayr,,2019-01-18,2019,Soni
"Avinash Dhyani,Mukesh Tiwari,Virendra Saxena,Alka Amin Shishir Sharma,Gireesh Sahdev,Prashil Rawat",Avinash Dhyani,,2019-01-18,2019,72 Hours: Martyr Who Never Died
"Radhika Apte,Siddhanth Kapoor,Akshay Oberoi,Shilpa Shukla,Adil Hussain,Amit Sial,Ravi Kishan",Pia Sukanya,,2019-01-18,2019,Bombairiya
"Govinda,Shakti Kapoor,Prem Chopra,Govind Namdev,Shyamlal Yadav,Mishika Chourasia,Anupama Agnihotri,Digangana Suryavanshi,Karishma Harshada,Arti Gupta",Sikander Bharti,,2019-01-18,2019,Rangeela Raja
"Nawazuddin Siddiqui,Amrita Rao",Abhijit Panse,,2019-01-25,2019,Thackeray
"Kangana Ranaut,Jisshu Sengupta,Suresh Oberoi,Ankita Lokhande,Danny Denzongappa,Atul Kulkarni,Mohammed Zeeshan Ayyub","Radha Krishna Jagarlamudi,Kangana Ranaut",,2019-01-25,2019,Manikarnika: The Queen of Jhansi
"Anil Kapoor,Sonam Kapoor,Juhi Chawla,Rajkummar Rao",Shelly Chopra Dhar,,2019-02-01,2019,Ek Ladki Ko Dekha Toh Aisa Laga
"Farhan Akhtar,Annu Kapoor",Anand Surapur,,2019-02-08,2019,The Fakir of Venice
"Sapna Choudhry,Vikrant Anand,Neel Motwani,Zuber K. Khan,Anju Jadhav",Hadi Ali Abrar,,2019-02-08,2019,Dosti Ke Side Effects
"Sachiin Joshi,Vivan Bhatena,Nargis Fakhri",Bhushan Patel,,2019-02-08,2019,Amavas
"Ranveer Singh,Alia Bhatt",Zoya Akhtar,,2019-02-14,2019,Gully Boy
"Prit Kamani,Simran Sharma,Anshuman Malhotra,Tushar Pandey",Abhishek Dixit,,2019-02-15,2019,Hum Chaar
"Ajay Devgn,Madhuri Dixit,Arshad Warsi,Javed Jaffrey,Anil Kapoor,Riteish Deshmukh,Sanjay Mishra,Esha Gupta",Indra Kumar,,2019-02-22,2019,Total Dhamaal
"Manish Bhawan,Rajeev Raj,Shailendra Pande",Shilpa Ranade,,2019-03-01,2019,Goopi Gawaiya Bagha Bajaiya
"Kartik Aaryan,Kriti Sanon,Aparshakti Khurana,Pankaj Tripathi,Vinay Pathak",Laxman Utekar,,2019-03-01,2019,Luka Chuppi
"Sushant Singh Rajput,Bhumi Pednekar,Manoj Bajpayee,Ranvir Shorey,Ashutosh Rana",Abhishek Chaubey,,2019-03-01,2019,Sonchiriya
"Amitabh Bachchan,Taapsee Pannu",Sujoy Ghosh,,2019-03-08,2019,Badla
"Bidita Bag,Chandan Roy Sanyal",Aditya Sarpotdar,,2019-03-08,2019,The Sholay Girl
"Talha Arshad Reshi,Rasika Dugal,Vikas Kumar,Sumit Kaul",Aijaz Khan,,2019-03-15,2019,Hamid
"Nawazuddin Siddiqui,Sanya Malhotra",Ritesh Batra,,2019-03-15,2019,Photograph
"Ali Fazal,Shraddha Srinath,Reecha Sinha,Ashutosh Rana,Sanjay Mishra,Sikandar Kher",Tigmanshu Dhulia,,2019-03-15,2019,Milan Talkies
"Sachin Khari,Aarun Nagar,Shahbaz Khan,Pramod Moutho,Ravi Verma",Aarun Nagar,,2019-03-15,2019,Risknamaa
"Anjali Patil,Makarand Deshpande,Rasika Aagashe,Sonia Albizuri,Syna Anand,Adarsh Bharti,Om Kanojiya",Rakeysh Omprakash Mehra,,2019-03-15,2019,Mere Pyare Prime Minister
"Barun Sobti,Amartya Ray,Panchi Bora,Rajit Kapur,Rajesh Sharma,Chaiti Ghoshal,Geetika Tyagi",Mitali Ghoshal,,2019-03-15,2019,22 Yards
"Shashank Arora,Mohammed Zeeshan Ayyub,Tanvi Azmi,Maanvi Gagroo",Faruk Kabir,,2019-03-19,2019,377 Ab Normal
"Akshay Kumar,Parineeti Chopra,Mir Sarwar,Ashwath Bhatt",Anurag Singh,,2019-03-21,2019,Kesari
"Abhimanyu Dassani,Radhika Madan,Gulshan Devaiah,Mahesh Manjrekar,Jimit Trivedi,Shweta Basu Prasad",Vasan Bala,,2019-03-21,2019,Mard Ko Dard Nahi Hota
"Govind Namdeo,Manoj Joshi,Najneen Patni,Rajveer Singh",Sanoj Mishra,,2019-03-29,2019,Ram Ki Janmabhoomi
"Zaheer Iqbal,Pranutan Bahl",Nitin Kakkar,,2019-03-29,2019,Notebook
"Vidyut Jammwal,Pooja Sawant,Asha Bhat,Atul Kulkarni",Chuck Russell,,2019-03-29,2019,Junglee
"Shweta Tripathi,Jitendra Kumar,Vipin Sharma,Deepika Amin,Brijendra Kala",Qasim Khallow,,2019-03-29,2019,Gone Kesh
"John Abraham,Mouni Roy,Jackie Shroff,Sikander Kher,Suchitra Krishnamoorthi",Robbie Garewal,,2019-04-05,2019,Romeo Akbar Walter
"Anshuman Jha,Riddhi Dogra,Milind Soman",Victor Mukherjee,,2023-01-13,2023,Lakadbaggha
"Sidharth Malhotra,Rashmika Mandanna,Kumud Mishra,Sharib Hashmi",Shantanu Bagchi,,2023-01-20,2023,Mission Majnu
"Rakul Preet Singh,Sumeet Vyas,Satish Kaushik,Rajesh Tailang,Dolly Ahluwalia",Tejas Deoskar,,2023-01-20,2023,Chhatriwali
"Shah Rukh Khan,John Abraham,Deepika Padukone",Siddharth Anand,,2023-01-25,2023,Pathaan
"Deepak Antani,Chinmay Mandlekar",Rajkumar Santoshi,,2023-01-26,2023,Gandhi Godse – Ek Yudh
"Sunil Shetty,Randeep Hooda",Vishram Sawant,,2023-01-26,2023,Operation Fryday[b]
"Alaya F,Karan Mehta",Anurag Kashyap,,2023-02-03,2023,Almost Pyaar with DJ Mohabbat
"Zahan Kapoor,Aditya Rawal,Aamir Ali,Juhi Babbar",Hansal Mehta,,2023-02-03,2023,Faraaz
"Anupam Kher,Neena Gupta,Jugal Hansraj,Nargis Fakhri,Sharib Hashmi",Ajayan Venugopalan,,2023-02-10,2023,Shiv Shastri Balboa
"Shamita Shetty, Rudhraksh Jaiswal",Sushrut Jain,,2023-02-10,2023,The Tenant[c]
"Yami Gautam,Pankaj Kapur,Rahul Khanna,Neil Bhoopalam,Pia Bajpiee,Tushar Pandey",Aniruddha Roy Chowdhury,,2023-02-16,2023,Lost
"Kartik Aaryan,Kriti Sanon,Paresh Rawal,Manisha Koirala,Ronit Roy",Rohit Dhawan,,2023-02-17,2023,Shehzada
"Akshay Kumar,Emraan Hashmi,Diana Penty,Nushrratt Bharuccha",Raj Mehta,,2023-02-24,2023,Selfiee
"Sheeba Chadha,Nayab Khan,Helena Prinzen Klague",Shadab Khan,,2023-02-24,2023,Rabia & Olivia
"Manoj Bajpayee,Sharmila Tagore,Simran,Suraj Sharma",Rahul V. Chittella,,2023-03-03,2023,Gulmohar
"Ritika Singh,Manish Jhanjholia,Sandeep Goyat,Sunil Soni,Gyan Prakash",Harsh Warrdhan,,2023-03-03,2023,InCar
"Ranbir Kapoor,Shraddha Kapoor",Luv Ranjan,,2023-03-08,2023,Tu Jhoothi Main Makkaar
Rani Mukerji,Ashima Chibber,,2023-03-17,2023,Mrs. Chatterjee vs Norway
"Kapil Sharma,Shahana Goswami",Nandita Das,,2023-03-17,2023,Zwigato
"Anushka Sen,Neelu Dogra,Pooja Dargan,Tariq Khan,Ahmer Haider",Rahat Kazmi,,2023-03-17,2023,Am I Next
"Yami Gautam,Sunny Kaushal,Sharad Kelkar",Ajay Singh,,2023-03-24,2023,Chor Nikal Ke Bhaga
"Rajkummar Rao,Bhumi Pednekar,Dia Mirza,Ashutosh Rana,Pankaj Kapur",Anubhav Sinha,,2023-03-24,2023,Bheed
"Jimmy Shergill,Hritiqa Chheber,Lee Nicholas Harris,Vedieka Dutt,Ankur Bhatia,Sneha Singh",Sudipto Sarkar,,2023-03-24,2023,Operation Mayfair
"Kunal Khemu,Shweta Tripathi,Piyush Mishra,Alka Amin,Raju Srivastav",Vipul Mehta,,2023-03-24,2023,Kanjoos Makhichoos
"Ajay Devgn,Tabu",Ajay Devgn,,2023-03-30,2023,Bholaa
"Vikrant Massey,Sara Ali Khan,Chitrangda Singh",Pawan Kripalani,,2023-03-31,2023,Gaslight
"Aditya Roy Kapur,Mrunal Thakur,Ronit Roy",Vardhan Ketkar,,2023-04-07,2023,Gumraah
"Nana Patekar, Rimi Sen, Muzamil Ibrahim",Rakesh Sarang,romantic comedy,2009-01-09,2009,Horn 'Ok' Pleassss
"Akshay Kumar, Deepika Padukone, KevJumba, Mithun Chakraborty, Ranvir Shorey",Nikkhil Advani,"action, comedy",2009-01-16,2009,Chandni Chowk to China
"Hrishitaa Bhatt, Seema Biswas, Nauheed Cyrusi, Mansi Dovhal, Ravi Gossain",Rohit Nayyar,drama,2009-01-23,2009,Aasma: The Sky Is the Limit
"Emraan Hashmi, Kangana Ranaut, Adhyayan Suman, Jackie Shroff",Mohit Suri,horror,2009-01-23,2009,Raaz: The Mystery Continues
"Farhan Akhtar, Konkona Sen Sharma, Aamir Khan, Hrithik Roshan, Juhi Chawla, Rishi Kapoor, Sanjay Kapoor, Dimple Kapadia, Isha Sharvani, Shah Rukh Khan",Zoya Akhtar,drama,2009-01-30,2009,Luck by Chance
"Harman Baweja, Amrita Rao, Anupam Kher, Gulshan Grover",Ajit Pal Mangat,sports,2009-01-30,2009,Victory
"Abhay Deol, Mahi Gill, Kalki Koechlin",Anurag Kashyap,romance,2009-02-06,2009,Dev.D
"Govinda, Rajpal Yadav, Reemma Sen, Om Puri",T. K. Rajeev Kumar,comedy,2009-02-06,2009,Chal Chala Chal
"Randeep Hooda, Raima Sen, Arbaaz Khan, Neil Bhoopalam, Murli Sharma",Madhureeta Anand,"drama, fantasy, musical",2009-02-06,2009,Mere Khwabon Mein Jo Aaye
"Irrfan Khan, Shah Rukh Khan, Lara Dutta, Om Puri, Rajpal Yadav, Asrani",Priyadarshan,drama,2009-02-13,2009,Billu
"Kay Kay Menon, Arbaaz Khan, Vikram Gokhale, Rukhsar Rehman",Manish Gupta,"crime, drama, mystery",2009-02-13,2009,The Stoneman Murders
"Abhishek Bachchan, Sonam Kapoor, Amitabh Bachchan, Waheeda Rehman, Divya Dutta, Rishi Kapoor, Om Puri, Atul Kulkarni, Prem Chopra",Rakeysh Omprakash Mehra,"romance, drama",2009-02-20,2009,Delhi-6
"Arshad Warsi, Aashish Chaudhary, Aarti Chhabria, Yash Tonk, Udita Goswami",Ajay Chandock,romance,2009-02-27,2009,Kisse Pyaar Karoon
"R. Madhavan, Neetu Chandra, Saranya, Poonam Dhillon, Ravibabu, Sachin Khedekar, Deepak Dobriyal, Murli Sharma",Vikram K. Kumar,horror,2009-03-06,2009,13B
"Kunal Khemu, Paresh Rawal, Soha Ali Khan, Sonu Sood, Asrani, Johnny Lever, Hrishita Bhatt, Deepal Shaw",Umesh Shukla,comedy,2009-03-06,2009,Dhoondte Reh Jaaoge
"Sushmita Sen, Randeep Hooda, Naomi Campbell, Suresh Oberoi, Suchitra Krishnamoorthi",Manish Gupta,drama,2009-03-06,2009,Karma Aur Holi
"Fardeen Khan, Kunal Khemu, Dia Mirza, Anjana Sukhani, Rajesh Khattar, Arbaaz Khan",Puneet Sira,action comedy,2009-03-13,2009,Jai Veeru
"Boman Irani, John Abraham, Kurush Deboo",Sooni Taraporevala,comedy,2009-03-13,2009,Little Zizou
"Kay Kay Menon, Deepak Dobriyal, Piyush Mishra, Mahi Gill, Jesse Randhawa, Aditya Shrivastava",Anurag Kashyap,drama,2009-03-13,2009,Gulaal
"Aftab Shivdasani, Aamna Sharif, Linda Arsenio, Kulbhushan Kharbanda, Manoj Pahwa, Sanjay Mishra",Robby Grewal,romantic comedy,2009-03-20,2009,Aloo Chaat
"Naseeruddin Shah, Tannishtha Chatterjee, Arjun Mathur, Vijay Raaz",Raja Menon,drama,2009-03-20,2009,Barah Aana
